lat,lon,name,admin1,admin2,cc
31.4624,-83.5203,Tifton,Georgia,Tift,US
25.8697,-80.2174,Pinewood,Florida,Miami-Dade,US
41.3118,-81.3450,Aurora,Ohio,Portage,US
43.4516,-76.5005,Oswego,New York,Oswego,US
33.6646,-83.9966,Conyers,Georgia,Rockdale,US
28.0080,-82.6964,Safety Harbor,Florida,Pinellas,US
38.8373,-76.9641,Hillcrest Heights,Maryland,Prince George's,US
32.7340,-96.2931,Terrell,Texas,Kaufman,US
38.7931,-77.6347,Gainesville,Virginia,Prince William,US
38.7709,-77.4429,Manassas Park,Virginia,Manassas Park,US
29.9457,-93.9164,Groves,Texas,Jefferson,US
34.8115,-106.7803,Los Lunas,New Mexico,Valencia,US
41.2443,-82.6088,Norwalk,Ohio,Huron,US
44.4796,-88.0889,Ashwaubenon,Wisconsin,Brown,US
30.4158,-87.3027,Myrtle Grove,Florida,Escambia,US
40.8810,-85.5063,Huntington,Indiana,Huntington,US
36.6181,-82.1604,Bristol,Virginia,Bristol,US
26.6916,-80.6656,Belle Glade,Florida,Palm Beach,US
39.4774,-88.3623,Mattoon,Illinois,Coles,US
39.0017,-76.9649,Adelphi,Maryland,Prince George's,US
32.2937,-111.0110,Flowing Wells,Arizona,Pima,US
37.7345,-88.9420,Marion,Illinois,Williamson,US
36.9860,-121.9804,Live Oak,California,Santa Cruz,US
39.2701,-77.1957,Damascus,Maryland,Montgomery,US
36.1844,-94.5315,Siloam Springs,Arkansas,Benton,US
38.2067,-85.2292,Shelbyville,Kentucky,Shelby,US
44.2773,-88.2641,Kaukauna,Wisconsin,Outagamie,US
34.4910,-84.9386,Calhoun,Georgia,Gordon,US
41.2083,-112.0541,West Haven,Utah,Weber,US
40.9337,-74.0196,New Milford,New Jersey,Bergen,US
38.7760,-76.0701,Easton,Maryland,Talbot,US
40.8390,-73.0404,Farmingville,New York,Suffolk,US
38.6444,-90.3303,Clayton,Missouri,St. Louis,US
38.6759,-87.5102,Vincennes,Indiana,Knox,US
40.3854,-82.4737,Mount Vernon,Ohio,Knox,US
41.7403,-87.8067,Bridgeview,Illinois,Cook,US
33.7294,-84.9177,Villa Rica,Georgia,Carroll,US
45.6757,-118.8201,Pendleton,Oregon,Umatilla,US
42.5243,-83.5346,Wixom,Michigan,Oakland,US
39.3455,-120.1848,Truckee,California,Nevada,US
28.2409,-82.1797,Zephyrhills,Florida,Pasco,US
46.9757,-123.8094,Aberdeen,Washington,Grays Harbor,US
41.8492,-87.8906,Westchester,Illinois,Cook,US
40.7586,-74.4169,Madison,New Jersey,Morris,US
35.5479,-100.9651,Pampa,Texas,Gray,US
34.1192,-83.9903,Buford,Georgia,Gwinnett,US
40.8268,-73.6765,Port Washington,New York,Nassau,US
34.7662,-96.6681,Ada,Oklahoma,Pontotoc,US
36.0589,-79.3894,Graham,North Carolina,Alamance,US
33.3472,-96.5508,Anna,Texas,Collin,US
43.5725,-71.4775,Laconia,New Hampshire,Belknap,US
41.1816,-96.0664,La Vista,Nebraska,Sarpy,US
41.8083,-72.2514,Storrs,Connecticut,Capitol,US
37.8439,-122.1225,Moraga,California,Contra Costa,US
41.5636,-87.7251,Country Club Hills,Illinois,Cook,US
38.7095,-104.7720,Fort Carson,Colorado,El Paso,US
26.1468,-98.0559,Donna,Texas,Hidalgo,US
34.8500,-89.9921,Hernando,Mississippi,DeSoto,US
39.1464,-123.2105,Ukiah,California,Mendocino,US
44.8893,-91.9084,Menomonie,Wisconsin,Dunn,US
40.9284,-111.8848,Centerville,Utah,Davis,US
38.7802,-77.5204,Bull Run,Virginia,Prince William,US
33.8659,-84.6840,Powder Springs,Georgia,Cobb,US
33.4239,-87.0220,Hueytown,Alabama,Jefferson,US
33.1778,-96.5044,Princeton,Texas,Collin,US
21.3145,-158.0289,Ocean Pointe,Hawaii,Honolulu,US
32.5027,-86.3737,Millbrook,Alabama,Elmore,US
37.5770,-77.3865,East Highland Park,Virginia,Henrico,US
38.7846,-90.7886,Lake St. Louis,Missouri,St. Charles,US
45.5825,-122.3451,Washougal,Washington,Clark,US
44.9221,-123.3130,Dallas,Oregon,Polk,US
30.3608,-89.1651,Long Beach,Mississippi,Harrison,US
25.6211,-80.3616,Palmetto Estates,Florida,Miami-Dade,US
44.9290,-122.9732,Four Corners,Oregon,Marion,US
40.6569,-73.5285,Bellmore,New York,Nassau,US
29.9921,-95.2655,Humble,Texas,Harris,US
38.5974,-90.0053,Fairview Heights,Illinois,St. Clair,US
44.5817,-92.6036,Red Wing,Minnesota,Goodhue,US
40.3499,-104.9482,Johnstown,Colorado,Weld,US
43.4688,-88.8309,Beaver Dam,Wisconsin,Dodge,US
40.6135,-89.4669,Morton,Illinois,Tazewell,US
40.4744,-111.9381,Bluffdale,Utah,Salt Lake,US
40.8695,-72.5225,Hampton Bays,New York,Suffolk,US
33.3154,-96.7941,Celina,Texas,Collin,US
25.9563,-80.1606,Ojus,Florida,Miami-Dade,US
31.8201,-106.5958,Sunland Park,New Mexico,Doña Ana,US
39.1064,-76.9995,Cloverly,Maryland,Montgomery,US
31.3602,-109.5394,Douglas,Arizona,Cochise,US
38.9589,-122.6330,Clearlake,California,Lake,US
38.8996,-77.2597,Vienna,Virginia,Fairfax,US
28.7592,-81.3360,Lake Mary,Florida,Seminole,US
40.9488,-124.0857,McKinleyville,California,Humboldt,US
33.9682,-118.2220,Walnut Park,California,Los Angeles,US
27.0444,-82.4155,South Venice,Florida,Sarasota,US
33.6447,-86.6852,Center Point,Alabama,Jefferson,US
41.4977,-87.5090,Dyer,Indiana,Lake,US
40.5070,-111.3986,Heber,Utah,Wasatch,US
32.9590,-96.8355,Addison,Texas,Dallas,US
34.0983,-117.9238,Vincent,California,Los Angeles,US
38.9395,-77.2842,Wolf Trap,Virginia,Fairfax,US
33.8676,-118.0805,Artesia,California,Los Angeles,US
45.2545,-93.2039,Ham Lake,Minnesota,Anoka,US
41.0615,-74.0047,Pearl River,New York,Rockland,US
34.3989,-118.9174,Fillmore,California,Ventura,US
33.8074,-84.2889,North Decatur,Georgia,DeKalb,US
29.6611,-95.2285,South Houston,Texas,Harris,US
42.4366,-82.8987,Grosse Pointe Woods,Michigan,Wayne,US
45.5372,-122.3955,Troutdale,Oregon,Multnomah,US
28.2468,-82.7170,New Port Richey,Florida,Pasco,US
46.3157,-120.0058,Sunnyside,Washington,Yakima,US
40.7874,-74.1273,North Arlington,New Jersey,Bergen,US
37.4252,-122.1674,Stanford,California,Santa Clara,US
38.7361,-77.0589,Fort Hunt,Virginia,Fairfax,US
36.7632,-90.4135,Poplar Bluff,Missouri,Butler,US
35.3594,-80.1915,Albemarle,North Carolina,Stanly,US
38.5325,-90.2845,Lemay,Missouri,St. Louis,US
25.8997,-80.2551,Opa-locka,Florida,Miami-Dade,US
40.4206,-120.6132,Susanville,California,Lassen,US
39.8118,-76.9836,Hanover,Pennsylvania,York,US
40.7478,-73.0840,Sayville,New York,Suffolk,US
40.0428,-86.8976,Crawfordsville,Indiana,Montgomery,US
26.1533,-97.9128,Mercedes,Texas,Hidalgo,US
39.0795,-121.5566,Olivehurst,California,Yuba,US
39.8403,-104.9655,Welby,Colorado,Adams,US
27.6463,-80.3930,Vero Beach,Florida,Indian River,US
41.2305,-80.4413,Hermitage,Pennsylvania,Mercer,US
36.0465,-89.3777,Dyersburg,Tennessee,Dyer,US
38.3933,-86.9402,Jasper,Indiana,Dubois,US
34.2433,-111.3195,Payson,Arizona,Gila,US
47.3980,-92.9486,Hibbing,Minnesota,St. Louis,US
41.8072,-87.8741,La Grange,Illinois,Cook,US
33.5496,-84.5914,Fairburn,Georgia,Fulton,US
35.9112,-94.9770,Tahlequah,Oklahoma,Cherokee,US
41.5277,-87.4239,Griffith,Indiana,Lake,US
37.1229,-80.5587,Radford,Virginia,Radford,US
40.7227,-73.7029,Floral Park,New York,Nassau,US
39.5151,-76.1733,Aberdeen,Maryland,Harford,US
27.9195,-81.5961,Lake Wales,Florida,Polk,US
30.5729,-97.4268,Taylor,Texas,Williamson,US
32.0736,-84.2248,Americus,Georgia,Sumter,US
30.3835,-87.2946,Warrington,Florida,Escambia,US
40.2810,-86.5212,Frankfort,Indiana,Clinton,US
40.2987,-76.8069,Colonial Park,Pennsylvania,Dauphin,US
39.6568,-119.6694,Spanish Springs,Nevada,Washoe,US
40.6309,-75.4834,Fullerton,Pennsylvania,Lehigh,US
33.1254,-86.7449,Calera,Alabama,Shelby,US
45.1794,-93.8644,Buffalo,Minnesota,Wright,US
38.4993,-121.4520,Parkway,California,Sacramento,US
40.4455,-74.3783,South River,New Jersey,Middlesex,US
39.2862,-80.3232,Clarksburg,West Virginia,Harrison,US
32.5360,-82.9280,Dublin,Georgia,Laurens,US
33.1586,-94.9727,Mount Pleasant,Texas,Titus,US
33.7777,-79.0111,Red Hill,South Carolina,Horry,US
44.8609,-92.6247,River Falls,Wisconsin,Pierce,US
36.8854,-89.5877,Sikeston,Missouri,Scott,US
41.4851,-81.9317,Bay Village,Ohio,Cuyahoga,US
42.9004,-85.7564,Grandville,Michigan,Kent,US
42.1039,-87.9267,Prospect Heights,Illinois,Cook,US
40.8881,-73.2475,Kings Park,New York,Suffolk,US
40.7050,-89.4340,Washington,Illinois,Tazewell,US
38.9042,-76.8678,Summerfield,Maryland,Prince George's,US
31.4445,-97.7317,Gatesville,Texas,Coryell,US
46.3115,-119.3999,West Richland,Washington,Benton,US
34.2919,-77.8429,Murraysville,North Carolina,New Hanover,US
41.3696,-81.8150,Middleburg Heights,Ohio,Cuyahoga,US
34.6566,-92.9643,Hot Springs Village,Arkansas,Garland,US
34.7432,-87.6343,Muscle Shoals,Alabama,Colbert,US
37.7417,-121.1310,Ripon,California,San Joaquin,US
41.3535,-83.1147,Fremont,Ohio,Sandusky,US
40.1565,-104.9494,Firestone,Colorado,Weld,US
45.6053,-121.1818,The Dalles,Oregon,Wasco,US
30.8479,-88.1004,Saraland,Alabama,Mobile,US
43.6092,-72.9783,Rutland,Vermont,Rutland,US
35.1088,-80.6598,Stallings,North Carolina,Union,US
25.9330,-81.6993,Marco Island,Florida,Collier,US
44.4592,-87.9550,Bellevue,Wisconsin,Brown,US
41.0676,-85.0174,New Haven,Indiana,Allen,US
43.3789,-124.2330,Coos Bay,Oregon,Coos,US
33.6677,-86.8069,Gardendale,Alabama,Jefferson,US
38.6966,-90.3689,Overland,Missouri,St. Louis,US
41.2448,-85.8465,Warsaw,Indiana,Kosciusko,US
31.9012,-81.3125,Richmond Hill,Georgia,Bryan,US
44.0450,-75.7845,Fort Drum,New York,Jefferson,US
34.8802,-82.4650,Berea,South Carolina,Greenville,US
29.9123,-95.3784,Aldine,Texas,Harris,US
30.5252,-92.0816,Opelousas,Louisiana,St. Landry,US
33.5959,-117.5860,Coto de Caza,California,Orange,US
44.5441,-69.6624,Waterville,Maine,Kennebec,US
35.0004,-114.5748,Fort Mohave,Arizona,Mohave,US
31.1775,-81.3857,St. Simons,Georgia,Glynn,US
43.1324,-115.6970,Mountain Home,Idaho,Elmore,US
37.3434,-79.9534,Hollins,Virginia,Roanoke,US
41.8439,-89.4794,Dixon,Illinois,Lee,US
36.0637,-87.3665,Dickson,Tennessee,Dickson,US
40.7602,-73.5649,New Cassel,New York,Nassau,US
28.8142,-81.6344,Mount Dora,Florida,Lake,US
33.1421,-95.6122,Sulphur Springs,Texas,Hopkins,US
33.7811,-84.6487,Lithia Springs,Georgia,Douglas,US
46.9063,-98.6937,Jamestown,North Dakota,Stutsman,US
36.7248,-120.0625,Kerman,California,Fresno,US
39.0698,-77.0467,Glenmont,Maryland,Montgomery,US
34.1681,-84.4847,Holly Springs,Georgia,Cherokee,US
33.4333,-86.0986,Talladega,Alabama,Talladega,US
38.9294,-77.5557,Stone Ridge,Virginia,Loudoun,US
40.7599,-73.5891,Westbury,New York,Nassau,US
33.0897,-97.0615,Highland Village,Texas,Denton,US
32.5506,-96.8548,Glenn Heights,Texas,Dallas,US
42.5977,-82.8821,Mount Clemens,Michigan,Macomb,US
34.4128,-119.8614,Isla Vista,California,Santa Barbara,US
39.6066,-75.8209,Elkton,Maryland,Cecil,US
47.5086,-122.3479,White Center,Washington,King,US
31.4520,-97.1960,Hewitt,Texas,McLennan,US
28.0963,-81.8012,Auburndale,Florida,Polk,US
37.9063,-121.5990,Discovery Bay,California,Contra Costa,US
35.3065,-120.8242,Los Osos,California,San Luis Obispo,US
41.6963,-93.0403,Newton,Iowa,Jasper,US
28.9241,-81.9299,Lady Lake,Florida,Lake,US
40.4709,-90.6807,Macomb,Illinois,McDonough,US
43.7294,-98.0337,Mitchell,South Dakota,Davison,US
20.8834,-156.5059,Wailuku,Hawaii,Maui,US
35.0409,-97.9474,Chickasha,Oklahoma,Grady,US
33.8504,-118.0407,La Palma,California,Orange,US
32.8439,-116.7585,Alpine,California,San Diego,US
38.1970,-85.8136,Shively,Kentucky,Jefferson,US
40.6678,-73.4922,Seaford,New York,Nassau,US
39.3572,-76.4767,Rossville,Maryland,Baltimore,US
35.8783,-83.7669,Seymour,Tennessee,Sevier,US
37.7562,-92.1274,Fort Leonard Wood,Missouri,Pulaski,US
44.8906,-89.5487,Weston,Wisconsin,Marathon,US
33.4503,-82.2073,Grovetown,Georgia,Columbia,US
28.3793,-81.3903,Southchase,Florida,Orange,US
40.8096,-72.8479,Mastic,New York,Suffolk,US
34.0475,-81.1435,Seven Oaks,South Carolina,Lexington,US
39.4461,-84.3667,Monroe,Ohio,Butler,US
29.5545,-98.3404,Live Oak,Texas,Bexar,US
37.6792,-122.1038,Cherryland,California,Alameda,US
28.5473,-81.2956,Azalea Park,Florida,Orange,US
39.6153,-104.9131,Greenwood Village,Colorado,Arapahoe,US
41.3629,-93.5652,Indianola,Iowa,Warren,US
39.2170,-76.6174,Brooklyn Park,Maryland,Anne Arundel,US
45.1671,-92.9588,Hugo,Minnesota,Washington,US
30.5290,-86.4748,Niceville,Florida,Okaloosa,US
43.3223,-88.3784,Hartford,Wisconsin,Washington,US
32.0033,-80.9752,Wilmington Island,Georgia,Chatham,US
18.4042,-66.2175,Candelaria,Puerto Rico,Toa Baja,US
42.9987,-78.1802,Batavia,New York,Genesee,US
26.3808,-98.8215,Rio Grande City,Texas,Starr,US
40.3347,-74.5651,Princeton Meadows,New Jersey,Middlesex,US
37.5904,-84.2898,Berea,Kentucky,Madison,US
34.6438,-86.0491,Scottsboro,Alabama,Jackson,US
42.9263,-112.4623,Chubbuck,Idaho,Bannock,US
39.0171,-94.2084,Grain Valley,Missouri,Jackson,US
38.9833,-76.8040,Glenn Dale,Maryland,Prince George's,US
48.9502,-122.4545,Lynden,Washington,Whatcom,US
18.0344,-66.8615,Yauco,Puerto Rico,Yauco,US
37.1503,-94.3225,Carthage,Missouri,Jasper,US
39.8769,-74.9724,Springdale,New Jersey,Camden,US
29.2152,-99.7782,Uvalde,Texas,Uvalde,US
25.6415,-80.4000,Three Lakes,Florida,Miami-Dade,US
36.1680,-82.8197,Greeneville,Tennessee,Greene,US
39.6015,-75.7473,Glasgow,Delaware,New Castle,US
40.7664,-72.8369,Mastic Beach,New York,Suffolk,US
42.8901,-97.3927,Yankton,South Dakota,Yankton,US
36.5027,-79.7412,Eden,North Carolina,Rockingham,US
47.7680,-116.8040,Hayden,Idaho,Kootenai,US
47.5163,-122.6610,Port Orchard,Washington,Kitsap,US
34.4391,-86.9396,Hartselle,Alabama,Morgan,US
40.9176,-73.9532,Tenafly,New Jersey,Bergen,US
40.2226,-74.0119,Asbury Park,New Jersey,Monmouth,US
36.4452,-77.6490,Roanoke Rapids,North Carolina,Halifax,US
41.9637,-87.8231,Norridge,Illinois,Cook,US
42.4390,-82.9293,Harper Woods,Michigan,Wayne,US
42.1230,-75.9624,Johnson City,New York,Broome,US
37.3792,-89.6522,Jackson,Missouri,Cape Girardeau,US
44.7546,-85.6038,Traverse City,Michigan,Grand Traverse,US
43.0427,-85.6016,Northview,Michigan,Kent,US
34.0754,-80.9547,Dentsville,South Carolina,Richland,US
34.7602,-79.4773,Laurinburg,North Carolina,Scotland,US
29.7949,-90.8146,Thibodaux,Louisiana,Lafourche,US
40.5903,-80.0999,Franklin Park,Pennsylvania,Allegheny,US
41.1641,-87.8452,Bradley,Illinois,Kankakee,US
42.4986,-83.1853,Berkley,Michigan,Oakland,US
42.4619,-83.0977,Hazel Park,Michigan,Oakland,US
43.0491,-74.3465,Gloversville,New York,Fulton,US
42.9646,-78.8713,Kenmore,New York,Erie,US
39.7157,-86.0871,Beech Grove,Indiana,Marion,US
42.9118,-78.7043,Depew,New York,Erie,US
40.7450,-115.5983,Spring Creek,Nevada,Elko,US
32.7470,-111.5992,Eloy,Arizona,Pinal,US
36.6188,-121.9259,Pacific Grove,California,Monterey,US
30.0963,-91.9968,Youngsville,Louisiana,Lafayette,US
37.6873,-97.1352,Andover,Kansas,Butler,US
47.0425,-122.3663,Elk Plain,Washington,Pierce,US
35.1927,-79.4039,Southern Pines,North Carolina,Moore,US
39.8791,-84.1930,Vandalia,Ohio,Montgomery,US
34.7498,-77.3208,Piney Green,North Carolina,Onslow,US
40.6894,-75.1821,Phillipsburg,New Jersey,Warren,US
43.0105,-78.8805,Tonawanda,New York,Erie,US
33.2329,-117.3930,Camp Pendleton South,California,San Diego,US
40.7460,-73.6876,North New Hyde Park,New York,Nassau,US
34.1933,-90.5693,Clarksdale,Mississippi,Coahoma,US
40.8632,-73.3646,Greenlawn,New York,Suffolk,US
47.4828,-94.8797,Bemidji,Minnesota,Beltrami,US
28.7014,-81.3487,Longwood,Florida,Seminole,US
36.3256,-78.4151,Henderson,North Carolina,Vance,US
25.9840,-80.1923,West Park,Florida,Broward,US
40.0950,-83.0209,Worthington,Ohio,Franklin,US
34.8225,-102.4001,Hereford,Texas,Deaf Smith,US
38.9260,-78.1838,Front Royal,Virginia,Warren,US
38.5507,-89.9858,Swansea,Illinois,St. Clair,US
39.2592,-119.5653,Dayton,Nevada,Lyon,US
33.5639,-84.4103,Riverdale,Georgia,Clayton,US
40.7175,-73.4473,South Farmingdale,New York,Nassau,US
21.3753,-157.9185,Halawa,Hawaii,Honolulu,US
40.3113,-79.5445,Greensburg,Pennsylvania,Westmoreland,US
29.7157,-95.4321,West University Place,Texas,Harris,US
40.5006,-74.4283,Highland Park,New Jersey,Middlesex,US
39.6874,-74.9786,Williamstown,New Jersey,Gloucester,US
32.2687,-110.7437,Tanque Verde,Arizona,Pima,US
32.8169,-98.0776,Mineral Wells,Texas,Palo Pinto,US
37.0048,-85.9263,Glasgow,Kentucky,Barren,US
41.7996,-89.6956,Sterling,Illinois,Whiteside,US
40.8182,-74.0022,Fairview,New Jersey,Bergen,US
35.1578,-117.8721,California City,California,Kern,US
40.5424,-74.3628,Metuchen,New Jersey,Middlesex,US
37.6717,-92.6603,Lebanon,Missouri,Laclede,US
35.3247,-82.4575,Hendersonville,North Carolina,Henderson,US
35.8407,-114.9257,Boulder City,Nevada,Clark,US
38.3593,-98.8015,Great Bend,Kansas,Barton,US
41.6779,-93.7947,Grimes,Iowa,Polk,US
39.0168,-77.5167,Broadlands,Virginia,Loudoun,US
37.5516,-77.3285,Highland Springs,Virginia,Henrico,US
31.4525,-110.2160,Sierra Vista Southeast,Arizona,Cochise,US
43.1131,-87.9003,Whitefish Bay,Wisconsin,Milwaukee,US
41.0595,-74.1454,Ramsey,New Jersey,Bergen,US
28.0506,-82.6698,Oldsmar,Florida,Pinellas,US
40.5711,-74.6678,Bradley Gardens,New Jersey,Somerset,US
34.7837,-82.4027,Gantt,South Carolina,Greenville,US
37.6660,-77.4838,Glen Allen,Virginia,Henrico,US
48.8526,-122.5894,Ferndale,Washington,Whatcom,US
32.9229,-85.9358,Alexander City,Alabama,Tallapoosa,US
28.7752,-82.0075,Wildwood,Florida,Sumter,US
28.8119,-82.5392,Homosassa Springs,Florida,Citrus,US
42.9371,-88.0018,Greendale,Wisconsin,Milwaukee,US
47.8733,-122.2582,Lake Stickney,Washington,Snohomish,US
32.2631,-107.7525,Deming,New Mexico,Luna,US
34.4559,-85.6965,Fort Payne,Alabama,DeKalb,US
32.0217,-110.6937,Vail,Arizona,Pima,US
30.2764,-87.7017,Gulf Shores,Alabama,Baldwin,US
33.0093,-80.1078,Ladson,South Carolina,Berkeley,US
39.0451,-76.9885,White Oak,Maryland,Montgomery,US
33.3262,-86.6300,Chelsea,Alabama,Shelby,US
42.9955,-84.1760,Owosso,Michigan,Shiawassee,US
42.4742,-88.0721,Antioch,Illinois,Lake,US
42.5388,-82.9496,Fraser,Michigan,Macomb,US
39.6572,-74.7678,Hammonton,New Jersey,Atlantic,US
39.0110,-77.3013,Great Falls,Virginia,Fairfax,US
37.7083,-121.0842,Salida,California,Stanislaus,US
43.1829,-89.4447,Waunakee,Wisconsin,Dane,US
33.7990,-83.7161,Monroe,Georgia,Walton,US
27.3328,-82.4616,Fruitville,Florida,Sarasota,US
34.9911,-101.9190,Canyon,Texas,Randall,US
36.6087,-119.5434,Parlier,California,Fresno,US
26.2318,-98.3823,Palmview,Texas,Hidalgo,US
31.3414,-92.4096,Pineville,Louisiana,Rapides,US
35.4840,-80.8247,Davidson,North Carolina,Mecklenburg,US
42.5366,-88.1306,Salem Lakes,Wisconsin,Kenosha,US
39.5480,-76.1146,Havre de Grace,Maryland,Harford,US
31.1591,-83.7708,Moultrie,Georgia,Colquitt,US
40.2806,-76.6458,Hershey,Pennsylvania,Dauphin,US
21.3181,-158.0073,Ewa Beach,Hawaii,Honolulu,US
38.3140,-88.9174,Mount Vernon,Illinois,Jefferson,US
38.5515,-91.0154,Washington,Missouri,Franklin,US
41.3749,-88.4304,Morris,Illinois,Grundy,US
35.2657,-78.9580,Anderson Creek,North Carolina,Harnett,US
32.5789,-97.2349,Rendon,Texas,Tarrant,US
39.9852,-76.8306,Weigelstown,Pennsylvania,York,US
44.9358,-91.3902,Chippewa Falls,Wisconsin,Chippewa,US
42.9665,-78.8065,Eggertsville,New York,Erie,US
30.6175,-86.9636,East Milton,Florida,Santa Rosa,US
40.2324,-74.2943,West Freehold,New Jersey,Monmouth,US
35.8613,-101.9642,Dumas,Texas,Moore,US
40.1735,-122.2413,Red Bluff,California,Tehama,US
34.9474,-88.5143,Corinth,Mississippi,Alcorn,US
25.6908,-80.1653,Key Biscayne,Florida,Miami-Dade,US
40.7875,-73.5416,Jericho,New York,Nassau,US
45.0261,-93.3332,Robbinsdale,Minnesota,Hennepin,US
33.5126,-90.1993,Greenwood,Mississippi,Leflore,US
40.5744,-74.5011,Middlesex,New Jersey,Middlesex,US
41.8684,-103.6616,Scottsbluff,Nebraska,Scotts Bluff,US
39.0412,-77.0215,Kemp Mill,Maryland,Montgomery,US
44.8855,-94.3768,Hutchinson,Minnesota,McLeod,US
40.7389,-74.3278,Short Hills,New Jersey,Essex,US
44.9639,-92.7312,Hudson,Wisconsin,St. Croix,US
33.7489,-84.2599,Belvedere Park,Georgia,DeKalb,US
47.3021,-122.6406,Artondale,Washington,Pierce,US
38.8847,-77.1751,Falls Church,Virginia,Falls Church,US
40.4442,-79.8733,Wilkinsburg,Pennsylvania,Allegheny,US
41.7248,-87.8280,Hickory Hills,Illinois,Cook,US
38.6176,-77.0077,Bensville,Maryland,Charles,US
29.8785,-97.6831,Lockhart,Texas,Caldwell,US
38.5172,-121.4573,Lemon Hill,California,Sacramento,US
39.0730,-77.0010,Colesville,Maryland,Montgomery,US
36.3376,-79.6725,Reidsville,North Carolina,Rockingham,US
33.8949,-118.1956,East Rancho Dominguez,California,Los Angeles,US
33.8117,-84.2403,Clarkston,Georgia,DeKalb,US
42.4175,-88.0257,Lindenhurst,Illinois,Lake,US
35.2212,-81.0401,Belmont,North Carolina,Gaston,US
39.5381,-83.4281,Washington Court House,Ohio,Fayette,US
31.5437,-91.3867,Natchez,Mississippi,Adams,US
27.2286,-82.4672,Palmer Ranch,Florida,Sarasota,US
33.8897,-84.1364,Lilburn,Georgia,Gwinnett,US
25.7060,-80.3530,Sunset,Florida,Miami-Dade,US
41.7034,-87.7795,Chicago Ridge,Illinois,Cook,US
38.7605,-77.0980,Groveton,Virginia,Fairfax,US
31.4508,-85.6473,Ozark,Alabama,Dale,US
40.9541,-74.6593,Hopatcong,New Jersey,Sussex,US
39.9659,-74.9643,Moorestown-Lenola,New Jersey,Burlington,US
40.0033,-75.2947,Ardmore,Pennsylvania,Montgomery,US
21.4053,-158.0318,Royal Kunia,Hawaii,Honolulu,US
28.6270,-81.4354,Lockhart,Florida,Orange,US
39.0856,-84.4868,Newport,Kentucky,Campbell,US
38.9105,-76.8304,Lake Arbor,Maryland,Prince George's,US
39.0608,-104.6752,Black Forest,Colorado,El Paso,US
33.8508,-87.2710,Jasper,Alabama,Walker,US
42.8372,-88.7341,Whitewater,Wisconsin,Walworth,US
37.4754,-122.2034,North Fair Oaks,California,San Mateo,US
44.1810,-94.0391,North Mankato,Minnesota,Nicollet,US
30.0758,-97.8487,Buda,Texas,Hays,US
41.6254,-87.7243,Midlothian,Illinois,Cook,US
30.5822,-87.2906,Gonzalez,Florida,Escambia,US
28.2467,-80.7387,Viera West,Florida,Brevard,US
43.6353,-72.2531,Lebanon,New Hampshire,Grafton,US
38.9306,-121.0820,North Auburn,California,Placer,US
41.8683,-87.8157,Forest Park,Illinois,Cook,US
30.1796,-81.7375,Bellair-Meadowbrook Terrace,Florida,Clay,US
28.0464,-82.2910,Thonotosassa,Florida,Hillsborough,US
35.2659,-118.9159,Lamont,California,Kern,US
39.6733,-89.6934,Chatham,Illinois,Sangamon,US
37.9086,-122.5421,Mill Valley,California,Marin,US
45.2991,-93.7996,Monticello,Minnesota,Wright,US
40.2360,-74.6917,Mercerville,New Jersey,Mercer,US
40.8237,-73.9740,Edgewater,New Jersey,Bergen,US
31.8396,-106.3747,Fort Bliss,Texas,El Paso,US
30.6350,-81.5678,Yulee,Florida,Nassau,US
39.1676,-77.1824,Flower Hill,Maryland,Montgomery,US
41.5317,-81.5794,East Cleveland,Ohio,Cuyahoga,US
30.9052,-84.5732,Bainbridge,Georgia,Decatur,US
39.6665,-75.7152,Brookside,Delaware,New Castle,US
33.8304,-118.0728,Hawaiian Gardens,California,Los Angeles,US
41.6342,-81.4678,Willowick,Ohio,Lake,US
41.3180,-73.8008,Jefferson Valley-Yorktown,New York,Westchester,US
47.3374,-122.2812,Lakeland North,Washington,King,US
25.8395,-80.2368,Gladeview,Florida,Miami-Dade,US
35.2594,-89.6680,Arlington,Tennessee,Shelby,US
21.4568,-158.1758,Waianae,Hawaii,Honolulu,US
38.2969,-76.4949,California,Maryland,St. Mary's,US
40.1088,-104.9701,Frederick,Colorado,Weld,US
44.3748,-100.3205,Pierre,South Dakota,Hughes,US
32.6007,-114.6994,Somerton,Arizona,Yuma,US
29.9008,-90.3523,Luling,Louisiana,St. Charles,US
47.4174,-120.2822,East Wenatchee,Washington,Douglas,US
36.3367,-82.2370,Elizabethton,Tennessee,Carter,US
39.8651,-105.0154,Federal Heights,Colorado,Adams,US
32.0442,-106.4060,Chaparral,New Mexico,Doña Ana,US
35.6781,-119.2413,McFarland,California,Kern,US
37.3875,-120.7248,Livingston,California,Merced,US
42.7427,-73.7497,Latham,New York,Albany,US
44.4721,-88.0259,Allouez,Wisconsin,Brown,US
42.2749,-88.1359,Wauconda,Illinois,Lake,US
33.6049,-83.8463,Covington,Georgia,Newton,US
44.3623,-98.2094,Huron,South Dakota,Beadle,US
46.3553,-94.1983,Brainerd,Minnesota,Crow Wing,US
44.3120,-94.4685,New Ulm,Minnesota,Brown,US
18.1150,-66.1630,Cayey,Puerto Rico,Cayey,US
41.5997,-87.0550,Chesterton,Indiana,Porter,US
41.9668,-87.9808,Wood Dale,Illinois,DuPage,US
33.6363,-84.4640,College Park,Georgia,Fulton,US
